"","Reason","year","Age","Male","Female","Total"
"562","Permanent Residence",2017,"0 s",29,27,56
"563","Permanent Residence",2018,"0 s",19,14,33
"564","Permanent Residence",2019,"0 s",19,20,39
"565","Marriage Immigration",2012,"0 s",NA,1,1
"566","Marriage Immigration",2014,"0 s",1,0,1
"567","Total",2000,"1 s",499,488,987
"568","Total",2001,"1 s",590,504,1094
"569","Total",2002,"1 s",639,522,1161
"570","Total",2003,"1 s",547,551,1098
"571","Total",2004,"1 s",595,557,1152
"572","Total",2005,"1 s",609,561,1170
"573","Total",2006,"1 s",689,570,1259
"574","Total",2007,"1 s",649,630,1279
"575","Total",2008,"1 s",825,798,1623
"576","Total",2009,"1 s",906,876,1782
"577","Total",2010,"1 s",995,998,1993
"578","Total",2011,"1 s",1067,1024,2091
"579","Total",2012,"1 s",1201,1159,2360
"580","Total",2013,"1 s",1416,1297,2713
"581","Total",2014,"1 s",1505,1462,2967
"582","Total",2015,"1 s",1412,1500,2912
"583","Total",2016,"1 s",1500,1379,2879
"584","Total",2017,"1 s",1461,1313,2774
"585","Total",2018,"1 s",1518,1530,3048
"586","Total",2019,"1 s",1442,1412,2854
"587","Sightseeing Pass",2000,"1 s",138,121,259
"588","Sightseeing Pass",2001,"1 s",195,156,351
"589","Sightseeing Pass",2002,"1 s",231,179,410
"590","Sightseeing Pass",2003,"1 s",194,211,405
"591","Sightseeing Pass",2004,"1 s",234,230,464
"592","Sightseeing Pass",2005,"1 s",242,241,483
"593","Sightseeing Pass",2006,"1 s",278,242,520
"594","Sightseeing Pass",2007,"1 s",247,272,519
"595","Sightseeing Pass",2008,"1 s",376,370,746
"596","Sightseeing Pass",2009,"1 s",476,463,939
"597","Sightseeing Pass",2010,"1 s",509,536,1045
"598","Sightseeing Pass",2011,"1 s",492,505,997
"599","Sightseeing Pass",2012,"1 s",550,553,1103
"600","Sightseeing Pass",2013,"1 s",547,552,1099
"601","Sightseeing Pass",2014,"1 s",536,524,1060
"602","Sightseeing Pass",2015,"1 s",459,497,956
"603","Sightseeing Pass",2016,"1 s",409,379,788
"604","Sightseeing Pass",2017,"1 s",399,379,778
"605","Sightseeing Pass",2018,"1 s",421,445,866
"606","Sightseeing Pass",2019,"1 s",400,403,803
"607","Short-term Business",2000,"1 s",2,3,5
"608","Short-term Business",2001,"1 s",3,2,5
"609","Short-term Business",2002,"1 s",1,1,2
"610","Short-term Business",2003,"1 s",1,0,1
"611","Short-term Business",2004,"1 s",0,2,2
"612","Short-term Business",2005,"1 s",2,0,2
"613","Short-term Business",2006,"1 s",1,0,1
"614","Short-term Business",2007,"1 s",0,1,1
"615","Short-term Business",2008,"1 s",1,3,4
"616","Short-term Business",2009,"1 s",2,2,4
"617","Short-term Business",2010,"1 s",1,0,1
"618","Short-term Visitors",2000,"1 s",118,102,220
"619","Short-term Visitors",2001,"1 s",139,107,246
"620","Short-term Visitors",2002,"1 s",128,120,248
"621","Short-term Visitors",2003,"1 s",127,109,236
"622","Short-term Visitors",2004,"1 s",113,116,229
"623","Short-term Visitors",2005,"1 s",142,109,251
"624","Short-term Visitors",2006,"1 s",146,109,255
"625","Short-term Visitors",2007,"1 s",159,149,308
"626","Short-term Visitors",2008,"1 s",211,213,424
"627","Short-term Visitors",2009,"1 s",137,154,291
"628","Short-term Visitors",2010,"1 s",117,121,238
"629","Short-term Visitors",2011,"1 s",230,193,423
"630","Short-term Visitors",2012,"1 s",311,266,577
"631","Short-term Visitors",2013,"1 s",426,384,810
"632","Short-term Visitors",2014,"1 s",478,439,917
"633","Short-term Visitors",2015,"1 s",485,504,989
"634","Short-term Visitors",2016,"1 s",477,402,879
"635","Short-term Visitors",2017,"1 s",379,343,722
"636","Short-term Visitors",2018,"1 s",298,329,627
"637","Short-term Visitors",2019,"1 s",285,268,553
"638","Short-term Employment",2000,"1 s",0,0,0
"639","Short-term Employment",2001,"1 s",0,0,0
"640","Short-term Employment",2002,"1 s",0,0,0
"641","Short-term Employment",2003,"1 s",0,0,0
"642","Short-term Employment",2004,"1 s",0,0,0
"643","Short-term Employment",2005,"1 s",0,0,0
"644","Short-term Employment",2006,"1 s",0,0,0
"645","Short-term Employment",2007,"1 s",0,0,0
"646","Short-term Employment",2008,"1 s",0,0,0
"647","Short-term Employment",2009,"1 s",0,0,0
"648","Short-term Employment",2010,"1 s",0,0,0
"649","Job Seeking",2000,"1 s",0,0,0
"650","Job Seeking",2001,"1 s",0,0,0
"651","Job Seeking",2002,"1 s",0,0,0
"652","Job Seeking",2003,"1 s",0,0,0
"653","Job Seeking",2004,"1 s",0,0,0
"654","Job Seeking",2005,"1 s",0,0,0
"655","Job Seeking",2006,"1 s",0,0,0
"656","Job Seeking",2007,"1 s",0,0,0
"657","Job Seeking",2008,"1 s",0,0,0
"658","Job Seeking",2009,"1 s",0,0,0
"659","Job Seeking",2010,"1 s",0,0,0
"660","study",2000,"1 s",0,0,0
"661","study",2001,"1 s",0,0,0
"662","study",2002,"1 s",0,0,0
"663","study",2003,"1 s",0,0,0
"664","study",2004,"1 s",0,0,0
"665","study",2005,"1 s",0,0,0
"666","study",2006,"1 s",1,0,1
"667","study",2007,"1 s",1,0,1
"668","study",2008,"1 s",0,0,0
"669","study",2009,"1 s",0,0,0
"670","study",2010,"1 s",0,0,0
"671","General Trainees",2000,"1 s",0,0,0
"672","General Trainees",2001,"1 s",0,0,0
"673","General Trainees",2002,"1 s",0,0,0
"674","General Trainees",2003,"1 s",0,0,0
"675","General Trainees",2004,"1 s",0,0,0
"676","General Trainees",2005,"1 s",0,1,1
"677","General Trainees",2006,"1 s",0,0,0
"678","General Trainees",2007,"1 s",0,0,0
"679","General Trainees",2008,"1 s",0,0,0
"680","General Trainees",2009,"1 s",0,0,0
"681","General Trainees",2010,"1 s",0,0,0
"682","Religious Activities",2000,"1 s",0,0,0
"683","Religious Activities",2001,"1 s",0,0,0
"684","Religious Activities",2002,"1 s",0,0,0
"685","Religious Activities",2003,"1 s",0,0,0
"686","Religious Activities",2004,"1 s",0,0,0
"687","Religious Activities",2005,"1 s",0,0,0
"688","Religious Activities",2006,"1 s",0,0,0
"689","Religious Activities",2007,"1 s",0,0,0
"690","Religious Activities",2008,"1 s",0,0,0
"691","Religious Activities",2009,"1 s",0,0,0
"692","Religious Activities",2010,"1 s",0,0,0
"693","Investors",2000,"1 s",0,0,0
"694","Investors",2001,"1 s",0,0,0
"695","Investors",2002,"1 s",0,0,0
"696","Investors",2003,"1 s",0,1,1
"697","Investors",2004,"1 s",0,0,0
"698","Investors",2005,"1 s",0,0,0
"699","Investors",2006,"1 s",1,0,1
"700","Investors",2007,"1 s",0,0,0
"701","Investors",2008,"1 s",0,0,0
"702","Investors",2009,"1 s",0,0,0
"703","Investors",2010,"1 s",0,0,0
"704","Trade and Business",2000,"1 s",0,1,1
"705","Trade and Business",2001,"1 s",0,0,0
"706","Trade and Business",2002,"1 s",0,0,0
"707","Trade and Business",2003,"1 s",0,0,0
"708","Trade and Business",2004,"1 s",0,0,0
"709","Trade and Business",2005,"1 s",0,0,0
"710","Trade and Business",2006,"1 s",0,0,0
"711","Trade and Business",2007,"1 s",0,0,0
"712","Trade and Business",2008,"1 s",0,0,0
"713","Trade and Business",2009,"1 s",0,0,0
"714","Trade and Business",2010,"1 s",0,0,0
"715","Trade and Business",2011,"1 s",1,NA,1
"716","Research",2000,"1 s",0,0,0
"717","Research",2001,"1 s",0,0,0
"718","Research",2002,"1 s",0,0,0
"719","Research",2003,"1 s",0,0,0
"720","Research",2004,"1 s",0,0,0
"721","Research",2005,"1 s",0,0,0
"722","Research",2006,"1 s",0,0,0
"723","Research",2007,"1 s",0,0,0
"724","Research",2008,"1 s",0,1,1
"725","Research",2009,"1 s",0,0,0
"726","Research",2010,"1 s",0,0,0
"727","Art and Entertainment",2000,"1 s",0,0,0
"728","Art and Entertainment",2001,"1 s",0,0,0
"729","Art and Entertainment",2002,"1 s",0,0,0
"730","Art and Entertainment",2003,"1 s",0,0,0
"731","Art and Entertainment",2004,"1 s",0,0,0
"732","Art and Entertainment",2005,"1 s",0,0,0
"733","Art and Entertainment",2006,"1 s",0,0,0
"734","Art and Entertainment",2007,"1 s",0,0,0
"735","Art and Entertainment",2008,"1 s",0,0,0
"736","Art and Entertainment",2009,"1 s",0,0,0
"737","Art and Entertainment",2010,"1 s",0,0,0
"738","Unskilled Employment",2000,"1 s",0,0,0
"739","Unskilled Employment",2001,"1 s",0,0,0
"740","Unskilled Employment",2002,"1 s",0,0,0
"741","Unskilled Employment",2003,"1 s",0,0,0
"742","Unskilled Employment",2004,"1 s",0,0,0
"743","Unskilled Employment",2005,"1 s",0,0,0
"744","Unskilled Employment",2006,"1 s",0,0,0
"745","Unskilled Employment",2007,"1 s",0,0,0
"746","Unskilled Employment",2008,"1 s",0,0,0
"747","Unskilled Employment",2009,"1 s",0,0,0
"748","Unskilled Employment",2010,"1 s",0,0,0
"749","Visiting and Joining Family",2000,"1 s",133,152,285
"750","Visiting and Joining Family",2001,"1 s",133,124,257
"751","Visiting and Joining Family",2002,"1 s",179,137,316
"752","Visiting and Joining Family",2003,"1 s",118,127,245
"753","Visiting and Joining Family",2004,"1 s",119,101,220
"754","Visiting and Joining Family",2005,"1 s",95,86,181
"755","Visiting and Joining Family",2006,"1 s",115,78,193
"756","Visiting and Joining Family",2007,"1 s",100,89,189
"757","Visiting and Joining Family",2008,"1 s",100,84,184
"758","Visiting and Joining Family",2009,"1 s",121,112,233
"759","Visiting and Joining Family",2010,"1 s",149,138,287
"760","Visiting and Joining Family",2011,"1 s",97,108,205
"761","Visiting and Joining Family",2012,"1 s",74,74,148
"762","Visiting and Joining Family",2013,"1 s",113,92,205
"763","Visiting and Joining Family",2014,"1 s",170,183,353
"764","Visiting and Joining Family",2015,"1 s",160,151,311
"765","Visiting and Joining Family",2016,"1 s",241,262,503
"766","Visiting and Joining Family",2017,"1 s",325,272,597
"767","Visiting and Joining Family",2018,"1 s",366,355,721
"768","Visiting and Joining Family",2019,"1 s",370,374,744
"769","Overseas Koreans",2000,"1 s",15,6,21
"770","Overseas Koreans",2001,"1 s",10,4,14
"771","Overseas Koreans",2002,"1 s",6,3,9
"772","Overseas Koreans",2003,"1 s",4,3,7
"773","Overseas Koreans",2004,"1 s",1,1,2
"774","Overseas Koreans",2005,"1 s",3,7,10
"775","Overseas Koreans",2006,"1 s",0,4,4
"776","Overseas Koreans",2007,"1 s",3,1,4
"777","Overseas Koreans",2008,"1 s",2,4,6
"778","Overseas Koreans",2009,"1 s",4,2,6
"779","Overseas Koreans",2010,"1 s",17,19,36
"780","Overseas Koreans",2011,"1 s",27,29,56
"781","Overseas Koreans",2012,"1 s",14,19,33
"782","Overseas Koreans",2013,"1 s",11,11,22
"783","Overseas Koreans",2014,"1 s",7,8,15
"784","Overseas Koreans",2015,"1 s",9,7,16
"785","Overseas Koreans",2016,"1 s",14,4,18
"786","Overseas Koreans",2017,"1 s",7,9,16
"787","Overseas Koreans",2018,"1 s",3,8,11
"788","Overseas Koreans",2019,"1 s",9,13,22
"789","Permanent Residence",2000,"1 s",0,0,0
"790","Permanent Residence",2001,"1 s",0,0,0
"791","Permanent Residence",2002,"1 s",0,0,0
"792","Permanent Residence",2003,"1 s",0,0,0
"793","Permanent Residence",2004,"1 s",1,0,1
"794","Permanent Residence",2005,"1 s",0,0,0
"795","Permanent Residence",2006,"1 s",2,0,2
"796","Permanent Residence",2007,"1 s",4,1,5
"797","Permanent Residence",2008,"1 s",0,0,0
"798","Permanent Residence",2009,"1 s",1,2,3
"799","Permanent Residence",2010,"1 s",0,0,0
"800","Permanent Residence",2011,"1 s",1,3,4
"801","Permanent Residence",2012,"1 s",9,13,22
"802","Permanent Residence",2013,"1 s",22,18,40
"803","Permanent Residence",2014,"1 s",29,31,60
"804","Permanent Residence",2015,"1 s",40,39,79
"805","Permanent Residence",2016,"1 s",42,44,86
"806","Permanent Residence",2017,"1 s",30,38,68
"807","Permanent Residence",2018,"1 s",64,52,116
"808","Permanent Residence",2019,"1 s",41,32,73
"809","Total",2000,"2 s",452,360,812
"810","Total",2001,"2 s",376,410,786
"811","Total",2002,"2 s",454,427,881
"812","Total",2003,"2 s",418,426,844
"813","Total",2004,"2 s",453,383,836
"814","Total",2005,"2 s",462,426,888
"815","Total",2006,"2 s",499,499,998
"816","Total",2007,"2 s",577,467,1044
"817","Total",2008,"2 s",597,524,1121
"818","Total",2009,"2 s",658,611,1269
"819","Total",2010,"2 s",747,725,1472
"820","Total",2011,"2 s",838,866,1704
"821","Total",2012,"2 s",909,824,1733
"822","Total",2013,"2 s",1068,974,2042
"823","Total",2014,"2 s",1134,1096,2230
"824","Total",2015,"2 s",1200,1191,2391
"825","Total",2016,"2 s",1188,1151,2339
"826","Total",2017,"2 s",1124,1075,2199
"827","Total",2018,"2 s",1212,1164,2376
"828","Total",2019,"2 s",1239,1267,2506
"829","Sightseeing Pass",2000,"2 s",110,77,187
"830","Sightseeing Pass",2001,"2 s",116,127,243
"831","Sightseeing Pass",2002,"2 s",145,128,273
"832","Sightseeing Pass",2003,"2 s",142,135,277
"833","Sightseeing Pass",2004,"2 s",142,145,287
"834","Sightseeing Pass",2005,"2 s",151,156,307
"835","Sightseeing Pass",2006,"2 s",178,186,364
"836","Sightseeing Pass",2007,"2 s",215,176,391
"837","Sightseeing Pass",2008,"2 s",239,206,445
"838","Sightseeing Pass",2009,"2 s",312,284,596
"839","Sightseeing Pass",2010,"2 s",348,340,688
"840","Sightseeing Pass",2011,"2 s",367,332,699
"841","Sightseeing Pass",2012,"2 s",414,318,732
"842","Sightseeing Pass",2013,"2 s",365,329,694
"843","Sightseeing Pass",2014,"2 s",314,306,620
"844","Sightseeing Pass",2015,"2 s",317,312,629
"845","Sightseeing Pass",2016,"2 s",255,243,498
"846","Sightseeing Pass",2017,"2 s",247,207,454
"847","Sightseeing Pass",2018,"2 s",279,259,538
"848","Sightseeing Pass",2019,"2 s",299,300,599
"849","Short-term Business",2000,"2 s",1,2,3
"850","Short-term Business",2001,"2 s",1,1,2
"851","Short-term Business",2002,"2 s",1,1,2
"852","Short-term Business",2003,"2 s",1,1,2
"853","Short-term Business",2004,"2 s",0,0,0
"854","Short-term Business",2005,"2 s",0,2,2
"855","Short-term Business",2006,"2 s",1,1,2
"856","Short-term Business",2007,"2 s",0,1,1
"857","Short-term Business",2008,"2 s",0,0,0
"858","Short-term Business",2009,"2 s",1,2,3
"859","Short-term Business",2010,"2 s",0,0,0
"860","Short-term Business",2011,"2 s",1,NA,1
"861","Short-term Visitors",2000,"2 s",123,101,224
"862","Short-term Visitors",2001,"2 s",105,106,211
"863","Short-term Visitors",2002,"2 s",105,90,195
"864","Short-term Visitors",2003,"2 s",98,113,211
"865","Short-term Visitors",2004,"2 s",101,81,182
"866","Short-term Visitors",2005,"2 s",100,82,182
"867","Short-term Visitors",2006,"2 s",127,112,239
"868","Short-term Visitors",2007,"2 s",137,118,255
"869","Short-term Visitors",2008,"2 s",164,156,320
"870","Short-term Visitors",2009,"2 s",120,101,221
"871","Short-term Visitors",2010,"2 s",137,112,249
"872","Short-term Visitors",2011,"2 s",205,222,427
"873","Short-term Visitors",2012,"2 s",270,245,515
"874","Short-term Visitors",2013,"2 s",372,344,716
"875","Short-term Visitors",2014,"2 s",387,385,772
"876","Short-term Visitors",2015,"2 s",415,455,870
"877","Short-term Visitors",2016,"2 s",431,417,848
"878","Short-term Visitors",2017,"2 s",324,324,648
"879","Short-term Visitors",2018,"2 s",274,282,556
"880","Short-term Visitors",2019,"2 s",295,255,550
"881","Short-term Employment",2000,"2 s",0,0,0
"882","Short-term Employment",2001,"2 s",0,0,0
"883","Short-term Employment",2002,"2 s",0,0,0
"884","Short-term Employment",2003,"2 s",0,1,1
"885","Short-term Employment",2004,"2 s",0,0,0
"886","Short-term Employment",2005,"2 s",0,0,0
"887","Short-term Employment",2006,"2 s",0,0,0
"888","Short-term Employment",2007,"2 s",0,0,0
"889","Short-term Employment",2008,"2 s",0,0,0
"890","Short-term Employment",2009,"2 s",0,0,0
"891","Short-term Employment",2010,"2 s",0,0,0
"892","Job Seeking",2000,"2 s",0,0,0
"893","Job Seeking",2001,"2 s",0,0,0
"894","Job Seeking",2002,"2 s",0,0,0
"895","Job Seeking",2003,"2 s",0,0,0
"896","Job Seeking",2004,"2 s",0,0,0
"897","Job Seeking",2005,"2 s",0,0,0
"898","Job Seeking",2006,"2 s",0,0,0
"899","Job Seeking",2007,"2 s",0,0,0
"900","Job Seeking",2008,"2 s",0,0,0
"901","Job Seeking",2009,"2 s",0,0,0
"902","Job Seeking",2010,"2 s",0,0,0
"903","study",2000,"2 s",0,0,0
"904","study",2001,"2 s",0,0,0
"905","study",2002,"2 s",0,0,0
"906","study",2003,"2 s",0,0,0
"907","study",2004,"2 s",0,0,0
"908","study",2005,"2 s",0,0,0
"909","study",2006,"2 s",0,1,1
"910","study",2007,"2 s",0,0,0
"911","study",2008,"2 s",0,0,0
"912","study",2009,"2 s",0,0,0
"913","study",2010,"2 s",0,0,0
"914","General Trainees",2000,"2 s",1,0,1
"915","General Trainees",2001,"2 s",0,0,0
"916","General Trainees",2002,"2 s",0,0,0
"917","General Trainees",2003,"2 s",0,0,0
"918","General Trainees",2004,"2 s",0,0,0
"919","General Trainees",2005,"2 s",1,0,1
"920","General Trainees",2006,"2 s",0,0,0
"921","General Trainees",2007,"2 s",0,0,0
"922","General Trainees",2008,"2 s",0,0,0
"923","General Trainees",2009,"2 s",0,0,0
"924","General Trainees",2010,"2 s",0,0,0
"925","Religious Activities",2000,"2 s",0,0,0
"926","Religious Activities",2001,"2 s",0,0,0
"927","Religious Activities",2002,"2 s",0,0,0
"928","Religious Activities",2003,"2 s",0,0,0
"929","Religious Activities",2004,"2 s",0,0,0
"930","Religious Activities",2005,"2 s",0,1,1
"931","Religious Activities",2006,"2 s",0,0,0
"932","Religious Activities",2007,"2 s",0,0,0
"933","Religious Activities",2008,"2 s",0,0,0
"934","Religious Activities",2009,"2 s",0,0,0
"935","Religious Activities",2010,"2 s",0,0,0
"936","Investors",2000,"2 s",0,0,0
"937","Investors",2001,"2 s",0,0,0
"938","Investors",2002,"2 s",0,0,0
"939","Investors",2003,"2 s",0,0,0
"940","Investors",2004,"2 s",0,0,0
"941","Investors",2005,"2 s",0,0,0
"942","Investors",2006,"2 s",0,0,0
"943","Investors",2007,"2 s",0,0,0
"944","Investors",2008,"2 s",0,0,0
"945","Investors",2009,"2 s",0,0,0
"946","Investors",2010,"2 s",0,0,0
"947","Trade and Business",2000,"2 s",0,0,0
"948","Trade and Business",2001,"2 s",0,0,0
"949","Trade and Business",2002,"2 s",0,0,0
"950","Trade and Business",2003,"2 s",0,0,0
"951","Trade and Business",2004,"2 s",0,0,0
"952","Trade and Business",2005,"2 s",0,0,0
"953","Trade and Business",2006,"2 s",0,0,0
"954","Trade and Business",2007,"2 s",0,0,0
"955","Trade and Business",2008,"2 s",0,0,0
"956","Trade and Business",2009,"2 s",0,0,0
"957","Trade and Business",2010,"2 s",0,0,0
"958","Research",2000,"2 s",0,0,0
"959","Research",2001,"2 s",0,0,0
"960","Research",2002,"2 s",0,0,0
"961","Research",2003,"2 s",0,0,0
